*** NumlTest_DecisionTreeTest ***
* Raw *
Result 120: 64 op, 292706665.02 ns, 4.5735 ms/op
Result 121: 64 op, 247055993.8 ns, 3.8602 ms/op
Result 122: 64 op, 243886297.93 ns, 3.8107 ms/op
Result 123: 64 op, 247188083.05 ns, 3.8623 ms/op
Result 124: 64 op, 235118427.39 ns, 3.6737 ms/op
Result 125: 64 op, 248141267.67 ns, 3.8772 ms/op
Result 126: 64 op, 259988692.09 ns, 4.0623 ms/op
Result 127: 64 op, 252349827.68 ns, 3.9430 ms/op
Result 128: 64 op, 265227191.29 ns, 4.1442 ms/op
Result 129: 64 op, 202802077.19 ns, 3.1688 ms/op
Result 130: 64 op, 191888648.76 ns, 2.9983 ms/op
Result 131: 64 op, 188668080.68 ns, 2.9479 ms/op
Result 132: 64 op, 192363009.83 ns, 3.0057 ms/op
Result 133: 64 op, 186573394.99 ns, 2.9152 ms/op
Result 134: 64 op, 186080737.77 ns, 2.9075 ms/op
Result 135: 64 op, 192997127.5 ns, 3.0156 ms/op
Result 136: 64 op, 191967188.32 ns, 2.9995 ms/op
Result 137: 64 op, 191186701.47 ns, 2.9873 ms/op
Result 138: 64 op, 187104875.74 ns, 2.9235 ms/op
Result 139: 64 op, 186534571.46 ns, 2.9146 ms/op
Result 140: 64 op, 186688080.6 ns, 2.9170 ms/op
Result 141: 64 op, 187195463.98 ns, 2.9249 ms/op
Result 142: 64 op, 204059602.6 ns, 3.1884 ms/op
Result 143: 64 op, 188412380.87 ns, 2.9439 ms/op
Result 144: 64 op, 186766173.91 ns, 2.9182 ms/op
Result 145: 64 op, 187069175.95 ns, 2.9230 ms/op
Result 146: 64 op, 186031650.55 ns, 2.9067 ms/op
Result 147: 64 op, 191719520.96 ns, 2.9956 ms/op
Result 148: 64 op, 191524510.81 ns, 2.9926 ms/op
Result 149: 64 op, 186013800.65 ns, 2.9065 ms/op
Result 150: 64 op, 192263050.4 ns, 3.0041 ms/op
Result 151: 64 op, 193662482.5 ns, 3.0260 ms/op
Result 152: 64 op, 187596194.22 ns, 2.9312 ms/op
Result 153: 64 op, 186335545.08 ns, 2.9115 ms/op
Result 154: 64 op, 190945727.83 ns, 2.9835 ms/op
Result 155: 64 op, 191719520.96 ns, 2.9956 ms/op
Result 156: 64 op, 191047026.01 ns, 2.9851 ms/op
Result 157: 64 op, 209464998.36 ns, 3.2729 ms/op
Result 158: 64 op, 192501792.8 ns, 3.0078 ms/op
Result 159: 64 op, 195102076.88 ns, 3.0485 ms/op
Result 160: 64 op, 190800697.4 ns, 2.9813 ms/op
Result 161: 64 op, 190958222.76 ns, 2.9837 ms/op
Result 162: 64 op, 191523172.07 ns, 2.9925 ms/op
Result 163: 64 op, 191151894.16 ns, 2.9867 ms/op
Result 164: 64 op, 190476275.48 ns, 2.9762 ms/op
Result 165: 64 op, 191109946.9 ns, 2.9861 ms/op
Result 166: 64 op, 191395545.29 ns, 2.9906 ms/op
Result 167: 64 op, 191856965.19 ns, 2.9978 ms/op
Result 168: 64 op, 186829541.05 ns, 2.9192 ms/op
Result 169: 64 op, 186465849.35 ns, 2.9135 ms/op
Result 170: 64 op, 185962035.94 ns, 2.9057 ms/op
Result 171: 64 op, 186052177.93 ns, 2.9071 ms/op
Result 172: 64 op, 191602604.12 ns, 2.9938 ms/op
Result 173: 64 op, 191776640.64 ns, 2.9965 ms/op
Result 174: 64 op, 191096113.23 ns, 2.9859 ms/op
Result 175: 64 op, 191757005.75 ns, 2.9962 ms/op
Result 176: 64 op, 191617776.54 ns, 2.9940 ms/op
Result 177: 64 op, 191167959.07 ns, 2.9870 ms/op
Result 178: 64 op, 193790109.28 ns, 3.0280 ms/op
Result 179: 64 op, 190740007.74 ns, 2.9803 ms/op
Result 180: 64 op, 191689622.38 ns, 2.9952 ms/op
Result 181: 64 op, 192228689.34 ns, 3.0036 ms/op
Result 182: 64 op, 186190068.41 ns, 2.9092 ms/op
Result 183: 64 op, 187913029.94 ns, 2.9361 ms/op
Result 184: 64 op, 191975220.77 ns, 2.9996 ms/op
Result 185: 64 op, 191540129.47 ns, 2.9928 ms/op
Result 186: 64 op, 191796275.53 ns, 2.9968 ms/op
Result 187: 64 op, 191161711.61 ns, 2.9869 ms/op
Result 188: 64 op, 190488770.41 ns, 2.9764 ms/op
Result 189: 64 op, 189731488.43 ns, 2.9646 ms/op
Result 190: 64 op, 187270433.56 ns, 2.9261 ms/op
Result 191: 64 op, 188051366.66 ns, 2.9383 ms/op
Result 192: 64 op, 186289135.35 ns, 2.9108 ms/op
Result 193: 64 op, 191619115.28 ns, 2.9940 ms/op
Result 194: 64 op, 191563334.34 ns, 2.9932 ms/op
Result 195: 64 op, 190978303.89 ns, 2.9840 ms/op
Result 196: 64 op, 192744551.43 ns, 3.0116 ms/op
Result 197: 64 op, 190843090.91 ns, 2.9819 ms/op
Result 198: 64 op, 191537451.99 ns, 2.9928 ms/op
Result 199: 64 op, 194978020.08 ns, 3.0465 ms/op
Result 200: 64 op, 185492137.34 ns, 2.8983 ms/op
Result 201: 64 op, 192939115.33 ns, 3.0147 ms/op
Result 202: 64 op, 189636883.96 ns, 2.9631 ms/op
Result 203: 64 op, 191327715.67 ns, 2.9895 ms/op
Result 204: 64 op, 192284470.28 ns, 3.0044 ms/op
Result 205: 64 op, 193303253.28 ns, 3.0204 ms/op
Result 206: 64 op, 187272664.8 ns, 2.9261 ms/op
Result 207: 64 op, 190621752.16 ns, 2.9785 ms/op
Result 208: 64 op, 190513760.26 ns, 2.9768 ms/op
Result 209: 64 op, 191468283.63 ns, 2.9917 ms/op
Result 210: 64 op, 190963577.73 ns, 2.9838 ms/op
Result 211: 64 op, 188976437.69 ns, 2.9528 ms/op
Result 212: 64 op, 188703780.47 ns, 2.9485 ms/op
Result 213: 64 op, 188788567.5 ns, 2.9498 ms/op
Result 214: 64 op, 189267837.29 ns, 2.9573 ms/op
Result 215: 64 op, 192840940.89 ns, 3.0131 ms/op
Result 216: 64 op, 190679764.33 ns, 2.9794 ms/op
Result 217: 64 op, 191866336.38 ns, 2.9979 ms/op
Result 218: 64 op, 191842239.02 ns, 2.9975 ms/op
Result 219: 64 op, 191437492.55 ns, 2.9912 ms/op
Result 220: 64 op, 192651285.71 ns, 3.0102 ms/op
Result 221: 64 op, 227052057.89 ns, 3.5477 ms/op
Result 222: 64 op, 193830717.8 ns, 3.0286 ms/op
Result 223: 64 op, 219151692.46 ns, 3.4242 ms/op
Result 224: 64 op, 188857735.86 ns, 2.9509 ms/op
Result 225: 64 op, 218372544.36 ns, 3.4121 ms/op
Result 226: 64 op, 236483498.44 ns, 3.6951 ms/op
Result 227: 64 op, 226808853.01 ns, 3.5439 ms/op
Result 228: 64 op, 192701265.42 ns, 3.0110 ms/op
Result 229: 64 op, 192090352.62 ns, 3.0014 ms/op
Result 230: 64 op, 192099277.57 ns, 3.0016 ms/op
Result 231: 64 op, 189712299.79 ns, 2.9643 ms/op
Result 232: 64 op, 191393760.3 ns, 2.9905 ms/op
Result 233: 64 op, 190262076.68 ns, 2.9728 ms/op
Result 234: 64 op, 187680981.24 ns, 2.9325 ms/op
Result 235: 64 op, 188001833.18 ns, 2.9375 ms/op
Result 236: 64 op, 196314085.04 ns, 3.0674 ms/op
Result 237: 64 op, 190252259.24 ns, 2.9727 ms/op
Result 238: 64 op, 191657046.31 ns, 2.9946 ms/op
Result 239: 64 op, 190701630.45 ns, 2.9797 ms/op
Result 240: 64 op, 192474571.7 ns, 3.0074 ms/op
Result 241: 64 op, 192216640.66 ns, 3.0034 ms/op
Result 242: 64 op, 191398669.02 ns, 2.9906 ms/op
Result 243: 64 op, 191567350.57 ns, 2.9932 ms/op
Result 244: 64 op, 187642157.71 ns, 2.9319 ms/op
Result 245: 64 op, 187551123.23 ns, 2.9305 ms/op
Result 246: 64 op, 188296356.52 ns, 2.9421 ms/op
Result 247: 64 op, 191817249.16 ns, 2.9971 ms/op
Result 248: 64 op, 192757492.61 ns, 3.0118 ms/op
Result 249: 64 op, 191789135.57 ns, 2.9967 ms/op
Result 250: 64 op, 245992586.04 ns, 3.8436 ms/op
Result 251: 64 op, 225143457.41 ns, 3.5179 ms/op
Result 252: 64 op, 268508002.78 ns, 4.1954 ms/op
Result 253: 64 op, 242826013.91 ns, 3.7942 ms/op
Result 254: 64 op, 245611490.69 ns, 3.8377 ms/op
Result 255: 64 op, 229298021.47 ns, 3.5828 ms/op
Result 256: 64 op, 202662847.98 ns, 3.1666 ms/op
Result 257: 64 op, 187854125.27 ns, 2.9352 ms/op
Result 258: 64 op, 189579764.28 ns, 2.9622 ms/op
Result 259: 64 op, 188011650.63 ns, 2.9377 ms/op
Result 260: 64 op, 222424025.25 ns, 3.4754 ms/op
Result 261: 64 op, 198124957.33 ns, 3.0957 ms/op
Result 262: 64 op, 186965200.28 ns, 2.9213 ms/op
Result 263: 64 op, 185632259.05 ns, 2.9005 ms/op
Result 264: 64 op, 196431001.88 ns, 3.0692 ms/op
Result 265: 64 op, 186986620.16 ns, 2.9217 ms/op
Result 266: 64 op, 195260940.98 ns, 3.0510 ms/op
Result 267: 64 op, 190010393.1 ns, 2.9689 ms/op
Result 268: 64 op, 186277086.66 ns, 2.9106 ms/op
Result 269: 64 op, 193421955.11 ns, 3.0222 ms/op
Result 270: 64 op, 195570190.49 ns, 3.0558 ms/op
Result 271: 64 op, 188000494.44 ns, 2.9375 ms/op
Pilot 1: 4 op, 11699716.5 ns, 2.9249 ms/op
Pilot 2: 8 op, 23773388.39 ns, 2.9717 ms/op
Pilot 3: 16 op, 46576188.5 ns, 2.9110 ms/op
Pilot 4: 32 op, 98532336.65 ns, 3.0791 ms/op
Pilot 5: 64 op, 205206904.88 ns, 3.2064 ms/op
IdleWarmup 1: 64 op, 3569.98 ns, 55.7809 ns/op
IdleWarmup 2: 64 op, 446.25 ns, 6.9727 ns/op
IdleWarmup 3: 64 op, 446.25 ns, 6.9727 ns/op
IdleWarmup 4: 64 op, 446.25 ns, 6.9727 ns/op
IdleWarmup 5: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 1: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 2: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 3: 64 op, 1784.99 ns, 27.8905 ns/op
IdleTarget 4: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 5: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 6: 64 op, 0 ns, 0.0000 ns/op
IdleTarget 7: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 8: 64 op, 446.25 ns, 6.9727 ns/op
IdleTarget 9: 64 op, 0 ns, 0.0000 ns/op
IdleTarget 10: 64 op, 446.25 ns, 6.9727 ns/op
MainWarmup 1: 64 op, 200976478.74 ns, 3.1403 ms/op
MainWarmup 2: 64 op, 227845039.67 ns, 3.5601 ms/op
MainWarmup 3: 64 op, 213084511.69 ns, 3.3294 ms/op
MainWarmup 4: 64 op, 199185241.35 ns, 3.1123 ms/op
MainWarmup 5: 64 op, 189136640.53 ns, 2.9553 ms/op
MainWarmup 6: 64 op, 188000048.19 ns, 2.9375 ms/op
MainWarmup 7: 64 op, 189409743.99 ns, 2.9595 ms/op
MainWarmup 8: 64 op, 190348648.7 ns, 2.9742 ms/op
MainTarget 1: 64 op, 187550676.98 ns, 2.9305 ms/op
MainTarget 2: 64 op, 186856315.9 ns, 2.9196 ms/op
MainTarget 3: 64 op, 189720778.49 ns, 2.9644 ms/op
MainTarget 4: 64 op, 191466498.64 ns, 2.9917 ms/op
MainTarget 5: 64 op, 184328770.16 ns, 2.8801 ms/op
MainTarget 6: 64 op, 183264916.16 ns, 2.8635 ms/op
MainTarget 7: 64 op, 187501589.76 ns, 2.9297 ms/op
MainTarget 8: 64 op, 187329338.23 ns, 2.9270 ms/op
MainTarget 9: 64 op, 187931772.33 ns, 2.9364 ms/op
MainTarget 10: 64 op, 187855910.26 ns, 2.9352 ms/op
Result 1: 64 op, 187550230.73 ns, 2.9305 ms/op
Result 2: 64 op, 186855869.65 ns, 2.9196 ms/op
Result 3: 64 op, 189720332.24 ns, 2.9644 ms/op
Result 4: 64 op, 191466052.39 ns, 2.9917 ms/op
Result 5: 64 op, 184328323.91 ns, 2.8801 ms/op
Result 6: 64 op, 183264469.91 ns, 2.8635 ms/op
Result 7: 64 op, 187501143.51 ns, 2.9297 ms/op
Result 8: 64 op, 187328891.98 ns, 2.9270 ms/op
Result 9: 64 op, 187931326.08 ns, 2.9364 ms/op
Result 10: 64 op, 187855464.01 ns, 2.9352 ms/op

* Statistics for Pilot
Mean = 4.0870 ms, StdError = 0.3651 ms (8.93%); N = 10, StdDev = 1.1545 ms
Min = 2.9110 ms, Q1 = 2.9717 ms, Median = 3.9148 ms, Q3 = 5.2061 ms, Max = 5.6163 ms
IQR = 2.2344 ms, LowerFence = -0.3800 ms, UpperFence = 8.5577 ms
ConfidenceInterval = [3.3714 ms; 4.8025 ms] (CI 95%)


* Statistics for IdleWarmup
Mean = 16.7343 ns, StdError = 6.5078 ns (38.89%); N = 10, StdDev = 20.5794 ns
Min = 6.9727 ns, Q1 = 6.9727 ns, Median = 6.9727 ns, Q3 = 6.9727 ns, Max = 55.7809 ns
IQR = 0.0000 ns, LowerFence = 6.9727 ns, UpperFence = 6.9727 ns
ConfidenceInterval = [3.9791 ns; 29.4895 ns] (CI 95%)


* Statistics for IdleTarget
Mean = 8.3672 ns, StdError = 1.3945 ns (16.67%); N = 20, StdDev = 6.2365 ns
Min = 0.0000 ns, Q1 = 6.9727 ns, Median = 6.9727 ns, Q3 = 6.9727 ns, Max = 27.8905 ns
IQR = 0.0000 ns, LowerFence = 6.9727 ns, UpperFence = 6.9727 ns
ConfidenceInterval = [5.6339 ns; 11.1004 ns] (CI 95%)


* Statistics for MainWarmup
Mean = 3.5035 ms, StdError = 0.1296 ms (3.7%); N = 16, StdDev = 0.5185 ms
Min = 2.9375 ms, Q1 = 3.0432 ms, Median = 3.4179 ms, Q3 = 3.7704 ms, Max = 4.4246 ms
IQR = 0.7272 ms, LowerFence = 1.9524 ms, UpperFence = 4.8613 ms
ConfidenceInterval = [3.2495 ms; 3.7576 ms] (CI 95%)


* Statistics for MainTarget
Mean = 3.3531 ms, StdError = 0.0341 ms (1.02%); N = 281, StdDev = 0.5719 ms
Min = 2.8635 ms, Q1 = 2.9728 ms, Median = 3.0074 ms, Q3 = 3.6705 ms, Max = 5.2705 ms
IQR = 0.6977 ms, LowerFence = 1.9262 ms, UpperFence = 4.7171 ms
ConfidenceInterval = [3.2862 ms; 3.4199 ms] (CI 95%)


* Statistics for Result
Mean = 3.3531 ms, StdError = 0.0341 ms (1.02%); N = 281, StdDev = 0.5719 ms
Min = 2.8635 ms, Q1 = 2.9728 ms, Median = 3.0074 ms, Q3 = 3.6705 ms, Max = 5.2705 ms
IQR = 0.6977 ms, LowerFence = 1.9262 ms, UpperFence = 4.7170 ms
ConfidenceInterval = [3.2862 ms; 3.4199 ms] (CI 95%)

*** NumlTest_KNNTest ***
* Raw *
Pilot 1: 4 op, 30500569.19 ns, 7.6251 ms/op
Pilot 2: 8 op, 64171280.49 ns, 8.0214 ms/op
Pilot 3: 16 op, 126970349.98 ns, 7.9356 ms/op
Pilot 4: 32 op, 240178427.59 ns, 7.5056 ms/op
IdleWarmup 1: 32 op, 3569.98 ns, 111.5619 ns/op
IdleWarmup 2: 32 op, 0 ns, 0.0000 ns/op
IdleWarmup 3: 32 op, 446.25 ns, 13.9453 ns/op
IdleWarmup 4: 32 op, 446.25 ns, 13.9453 ns/op
IdleWarmup 5: 32 op, 1338.74 ns, 41.8356 ns/op
IdleTarget 1: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 2: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 3: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 4: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 5: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 6: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 7: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 8: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 9: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 10: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 11: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 12: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 13: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 14: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 15: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 16: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 17: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 18: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 19: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 20: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 21: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 22: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 23: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 24: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 25: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 26: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 27: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 28: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 29: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 30: 32 op, 0 ns, 0.0000 ns/op
MainWarmup 1: 32 op, 217398386.1 ns, 6.7937 ms/op
MainWarmup 2: 32 op, 214425485.37 ns, 6.7008 ms/op
MainWarmup 3: 32 op, 234599441.57 ns, 7.3312 ms/op
MainWarmup 4: 32 op, 286012506.53 ns, 8.9379 ms/op
MainWarmup 5: 32 op, 224510678.48 ns, 7.0160 ms/op
MainWarmup 6: 32 op, 325505408.74 ns, 10.1720 ms/op
MainTarget 1: 32 op, 221702443.07 ns, 6.9282 ms/op
MainTarget 2: 32 op, 233689096.7 ns, 7.3028 ms/op
MainTarget 3: 32 op, 214884227.78 ns, 6.7151 ms/op
MainTarget 4: 32 op, 205294369.38 ns, 6.4154 ms/op
MainTarget 5: 32 op, 220915262.51 ns, 6.9036 ms/op
MainTarget 6: 32 op, 228189542.73 ns, 7.1309 ms/op
MainTarget 7: 32 op, 239118143.57 ns, 7.4724 ms/op
MainTarget 8: 32 op, 227959279.02 ns, 7.1237 ms/op
MainTarget 9: 32 op, 218718832.4 ns, 6.8350 ms/op
MainTarget 10: 32 op, 211783254.03 ns, 6.6182 ms/op
MainTarget 11: 32 op, 219896479.51 ns, 6.8718 ms/op
MainTarget 12: 32 op, 242460537.22 ns, 7.5769 ms/op
MainTarget 13: 32 op, 211108974.08 ns, 6.5972 ms/op
MainTarget 14: 32 op, 206637128.06 ns, 6.4574 ms/op
MainTarget 15: 32 op, 203266174.57 ns, 6.3521 ms/op
MainTarget 16: 32 op, 213192503.58 ns, 6.6623 ms/op
MainTarget 17: 32 op, 206722361.33 ns, 6.4601 ms/op
MainTarget 18: 32 op, 232969745.76 ns, 7.2803 ms/op
MainTarget 19: 32 op, 212256276.36 ns, 6.6330 ms/op
MainTarget 20: 32 op, 215951205.52 ns, 6.7485 ms/op
MainTarget 21: 32 op, 205792381.57 ns, 6.4310 ms/op
MainTarget 22: 32 op, 213326377.82 ns, 6.6664 ms/op
MainTarget 23: 32 op, 211872503.52 ns, 6.6210 ms/op
MainTarget 24: 32 op, 210867554.19 ns, 6.5896 ms/op
MainTarget 25: 32 op, 214580333.25 ns, 6.7056 ms/op
Result 1: 32 op, 221701996.82 ns, 6.9282 ms/op
Result 2: 32 op, 233688650.45 ns, 7.3028 ms/op
Result 3: 32 op, 214883781.54 ns, 6.7151 ms/op
Result 4: 32 op, 205293923.14 ns, 6.4154 ms/op
Result 5: 32 op, 220914816.26 ns, 6.9036 ms/op
Result 6: 32 op, 228189096.48 ns, 7.1309 ms/op
Result 7: 32 op, 239117697.33 ns, 7.4724 ms/op
Result 8: 32 op, 227958832.78 ns, 7.1237 ms/op
Result 9: 32 op, 218718386.15 ns, 6.8349 ms/op
Result 10: 32 op, 211782807.78 ns, 6.6182 ms/op
Result 11: 32 op, 219896033.26 ns, 6.8718 ms/op
Result 12: 32 op, 242460090.97 ns, 7.5769 ms/op
Result 13: 32 op, 211108527.83 ns, 6.5971 ms/op
Result 14: 32 op, 206636681.81 ns, 6.4574 ms/op
Result 15: 32 op, 203265728.33 ns, 6.3521 ms/op
Result 16: 32 op, 213192057.33 ns, 6.6623 ms/op
Result 17: 32 op, 206721915.08 ns, 6.4601 ms/op
Result 18: 32 op, 232969299.51 ns, 7.2803 ms/op
Result 19: 32 op, 212255830.11 ns, 6.6330 ms/op
Result 20: 32 op, 215950759.27 ns, 6.7485 ms/op
Result 21: 32 op, 205791935.33 ns, 6.4310 ms/op
Result 22: 32 op, 213325931.58 ns, 6.6664 ms/op
Result 23: 32 op, 211872057.28 ns, 6.6210 ms/op
Result 24: 32 op, 210867107.95 ns, 6.5896 ms/op
Result 25: 32 op, 214579887 ns, 6.7056 ms/op
Pilot 1: 4 op, 27479027.48 ns, 6.8698 ms/op
Pilot 2: 8 op, 55442233.49 ns, 6.9303 ms/op
Pilot 3: 16 op, 104172458.59 ns, 6.5108 ms/op
Pilot 4: 32 op, 202246052.83 ns, 6.3202 ms/op
IdleWarmup 1: 32 op, 3569.98 ns, 111.5619 ns/op
IdleWarmup 2: 32 op, 0 ns, 0.0000 ns/op
IdleWarmup 3: 32 op, 0 ns, 0.0000 ns/op
IdleWarmup 4: 32 op, 0 ns, 0.0000 ns/op
IdleWarmup 5: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 1: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 2: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 3: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 4: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 5: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 6: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 7: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 8: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 9: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 10: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 11: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 12: 32 op, 0 ns, 0.0000 ns/op
IdleTarget 13: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 14: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 15: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 16: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 17: 32 op, 446.25 ns, 13.9453 ns/op
IdleTarget 18: 32 op, 446.25 ns, 13.9453 ns/op
MainWarmup 1: 32 op, 206783497.23 ns, 6.4620 ms/op
MainWarmup 2: 32 op, 208385971.94 ns, 6.5121 ms/op
MainWarmup 3: 32 op, 202459805.37 ns, 6.3269 ms/op
MainWarmup 4: 32 op, 208482807.65 ns, 6.5151 ms/op
MainWarmup 5: 32 op, 206991448.56 ns, 6.4685 ms/op
MainWarmup 6: 32 op, 211305769.22 ns, 6.6033 ms/op
MainTarget 1: 32 op, 211737736.78 ns, 6.6168 ms/op
MainTarget 2: 32 op, 204682564.08 ns, 6.3963 ms/op
MainTarget 3: 32 op, 211121022.76 ns, 6.5975 ms/op
MainTarget 4: 32 op, 205757574.27 ns, 6.4299 ms/op
MainTarget 5: 32 op, 207647432.36 ns, 6.4890 ms/op
MainTarget 6: 32 op, 202028730.31 ns, 6.3134 ms/op
MainTarget 7: 32 op, 211905079.59 ns, 6.6220 ms/op
MainTarget 8: 32 op, 207053476.96 ns, 6.4704 ms/op
MainTarget 9: 32 op, 204998953.55 ns, 6.4062 ms/op
MainTarget 10: 32 op, 211284349.34 ns, 6.6026 ms/op
Result 1: 32 op, 211737290.54 ns, 6.6168 ms/op
Result 2: 32 op, 204682117.84 ns, 6.3963 ms/op
Result 3: 32 op, 211120576.52 ns, 6.5975 ms/op
Result 4: 32 op, 205757128.02 ns, 6.4299 ms/op
Result 5: 32 op, 207646986.11 ns, 6.4890 ms/op
Result 6: 32 op, 202028284.06 ns, 6.3134 ms/op
Result 7: 32 op, 211904633.34 ns, 6.6220 ms/op
Result 8: 32 op, 207053030.71 ns, 6.4704 ms/op
Result 9: 32 op, 204998507.3 ns, 6.4062 ms/op
Result 10: 32 op, 211283903.09 ns, 6.6026 ms/op

* Statistics for Pilot
Mean = 7.2148 ms, StdError = 0.2283 ms (3.16%); N = 8, StdDev = 0.6458 ms
Min = 6.3202 ms, Q1 = 6.6903 ms, Median = 7.2179 ms, Q3 = 7.7804 ms, Max = 8.0214 ms
IQR = 1.0901 ms, LowerFence = 5.0551 ms, UpperFence = 9.4156 ms
ConfidenceInterval = [6.7674 ms; 7.6623 ms] (CI 95%)


* Statistics for IdleWarmup
Mean = 30.6795 ns, StdError = 14.0686 ns (45.86%); N = 10, StdDev = 44.4890 ns
Min = 0.0000 ns, Q1 = 0.0000 ns, Median = 13.9453 ns, Q3 = 41.8356 ns, Max = 111.5619 ns
IQR = 41.8356 ns, LowerFence = -62.7534 ns, UpperFence = 104.5891 ns
ConfidenceInterval = [3.1050 ns; 58.2541 ns] (CI 95%)


* Statistics for IdleTarget
Mean = 9.0063 ns, StdError = 0.9728 ns (10.8%); N = 48, StdDev = 6.7401 ns
Min = 0.0000 ns, Q1 = 0.0000 ns, Median = 13.9453 ns, Q3 = 13.9453 ns, Max = 13.9453 ns
IQR = 13.9453 ns, LowerFence = -20.9180 ns, UpperFence = 34.8633 ns
ConfidenceInterval = [7.0996 ns; 10.9131 ns] (CI 95%)


* Statistics for MainWarmup
Mean = 7.1533 ms, StdError = 0.3419 ms (4.78%); N = 12, StdDev = 1.1845 ms
Min = 6.3269 ms, Q1 = 6.4903 ms, Median = 6.6521 ms, Q3 = 7.1736 ms, Max = 10.1720 ms
IQR = 0.6833 ms, LowerFence = 5.4653 ms, UpperFence = 8.1986 ms
ConfidenceInterval = [6.4831 ms; 7.8235 ms] (CI 95%)


* Statistics for MainTarget
Mean = 6.7155 ms, StdError = 0.0545 ms (0.81%); N = 35, StdDev = 0.3223 ms
Min = 6.3134 ms, Q1 = 6.4601 ms, Median = 6.6210 ms, Q3 = 6.8718 ms, Max = 7.5769 ms
IQR = 0.4117 ms, LowerFence = 5.8425 ms, UpperFence = 7.4893 ms
ConfidenceInterval = [6.6087 ms; 6.8223 ms] (CI 95%)


* Statistics for Result
Mean = 6.7155 ms, StdError = 0.0545 ms (0.81%); N = 35, StdDev = 0.3223 ms
Min = 6.3134 ms, Q1 = 6.4601 ms, Median = 6.6210 ms, Q3 = 6.8718 ms, Max = 7.5769 ms
IQR = 0.4117 ms, LowerFence = 5.8425 ms, UpperFence = 7.4893 ms
ConfidenceInterval = [6.6087 ms; 6.8223 ms] (CI 95%)

*** NumlTest_NaiveBayesTest ***
* Raw *
Pilot 1: 4 op, 8466207.24 ns, 2.1166 ms/op
Pilot 2: 8 op, 14987667.95 ns, 1.8735 ms/op
Pilot 3: 16 op, 30753145.26 ns, 1.9221 ms/op
Pilot 4: 32 op, 62524181.04 ns, 1.9539 ms/op
Pilot 5: 64 op, 153302521.43 ns, 2.3954 ms/op
Pilot 6: 128 op, 304878511.35 ns, 2.3819 ms/op
IdleWarmup 1: 128 op, 4016.23 ns, 31.3768 ns/op
IdleWarmup 2: 128 op, 892.49 ns, 6.9726 ns/op
